Month,Year,Medicine Name,Category,Dosage (mg/ml),Hospital Name,City,Supplier Name,Price per Unit (AED),Consumption (Units)
3,2023,2,3,1000,1,1,1,49.49,2559
5,2023,4,0,1000,2,1,2,35.43,3903
8,2022,4,4,500,1,2,1,18.91,1131
4,2022,4,4,5,1,4,1,47.3,368
1,2023,4,4,500,2,1,2,11.92,3765
6,2023,0,1,10,1,4,2,37.04,2921
6,2023,4,0,10,2,2,2,47.59,3992
4,2022,0,2,1000,0,4,1,33.61,408
12,2022,4,1,5,0,4,0,43.9,1946
9,2023,2,3,5,2,1,3,32.02,1403
2,2022,1,0,250,0,3,0,34.29,2213
5,2023,1,4,1000,1,0,3,32.12,2514
9,2023,2,0,5,1,4,1,38.22,142
10,2022,1,2,10,3,1,0,28.26,1724
9,2023,4,4,10,1,2,0,28.78,2751
12,2023,1,2,500,0,3,1,10.47,1827
5,2022,4,3,250,0,0,1,36.74,956
8,2023,4,2,500,1,0,3,9.61,2455
12,2023,3,3,500,0,1,0,25.72,3537
5,2022,3,1,1000,0,0,1,23.19,2527
12,2022,3,0,500,2,0,0,49.09,3399
3,2022,0,3,1000,2,1,1,17.31,642
5,2023,2,3,5,2,2,2,44.4,712
12,2023,4,4,5,0,2,2,21.55,1733
8,2022,0,3,500,2,0,0,34.73,972
4,2022,0,2,500,2,4,1,39.34,1170
8,2022,3,2,5,0,2,1,48.15,3664
6,2022,1,4,250,2,3,1,49.61,3442
6,2023,4,4,10,1,4,2,29.05,439
9,2022,4,2,1000,0,2,3,44.83,2618
3,2022,3,0,1000,2,3,1,32.8,1538
1,2023,1,1,250,1,2,0,2.88,495
8,2023,1,3,1000,2,4,1,32.52,124
6,2022,3,3,500,0,1,1,47.32,2194
7,2023,1,2,5,2,1,0,39.01,79
4,2022,1,3,500,0,2,0,15.39,1397
5,2023,0,0,500,2,3,1,32.15,3432
7,2022,4,1,5,3,0,0,27.56,3922
9,2023,2,4,1000,1,4,2,18.92,1186
3,2022,4,3,10,1,0,1,1.86,1377
11,2023,3,4,10,1,0,2,29.18,3785
6,2023,4,3,5,2,2,2,3.54,2165
12,2023,0,4,500,3,0,3,12.72,988
11,2023,0,3,5,1,2,1,18.18,1989
1,2022,2,3,5,0,4,2,44.82,4400
5,2023,0,1,10,0,3,0,27.55,3765
11,2023,1,0,500,3,3,0,27.29,567
7,2023,3,0,10,1,3,0,3.79,250
9,2023,1,0,1000,3,0,2,46.58,1849
3,2023,3,1,1000,0,0,3,39.74,844
12,2023,1,1,10,1,4,3,45.93,2715
6,2023,2,3,1000,1,3,1,18.8,416
11,2023,0,0,1000,1,3,3,24.13,835
1,2023,1,1,500,2,1,0,33.61,785
10,2022,2,0,5,0,0,3,25.83,2473
3,2023,1,1,1000,3,0,2,9.56,1912
10,2023,3,0,5,1,1,1,39.11,1408
9,2022,1,3,10,2,2,0,33.62,3513
5,2023,3,3,10,0,1,3,29.16,3759
8,2022,0,2,1000,0,2,2,33.41,1370
8,2022,0,4,1000,0,4,3,18.68,4094
7,2023,3,3,5,2,1,3,32.47,1105
8,2023,3,4,5,3,4,2,5.36,2787
6,2023,0,4,500,2,4,2,2.92,1380
11,2023,2,3,500,3,4,2,22.99,3331
10,2022,1,4,5,1,0,0,6.79,3313
8,2022,1,1,1000,1,0,1,5.18,1916
4,2023,2,4,250,1,2,0,12.49,1940
3,2022,4,0,250,2,3,1,47.0,2755
10,2023,0,0,250,2,3,0,44.31,909
11,2022,0,0,250,2,2,2,2.36,2558
12,2023,0,2,250,0,2,2,29.78,3307
4,2022,2,1,10,0,4,1,11.33,1155
7,2023,0,3,1000,0,3,0,23.19,502
10,2022,4,0,500,3,4,3,38.75,395
7,2022,1,2,1000,2,3,3,34.85,276
1,2022,0,0,500,2,4,2,21.86,1876
7,2022,1,2,250,0,3,2,47.91,2239
1,2023,1,2,500,2,4,0,33.11,3529
10,2023,0,2,5,3,0,1,35.18,3639
10,2023,0,2,500,0,4,0,14.32,257
7,2022,0,0,500,1,0,3,5.08,3494
12,2022,1,3,10,0,1,0,42.11,2116
11,2023,1,1,5,3,1,2,25.44,2253
11,2022,2,3,500,3,2,1,12.28,4333
12,2022,1,4,500,1,0,1,31.73,4223
4,2023,0,4,1000,1,3,1,21.22,234
6,2023,0,4,1000,3,2,2,39.16,3853
5,2022,3,3,1000,1,3,1,44.37,68
11,2022,3,3,10,1,0,2,4.43,3664
3,2023,1,1,5,2,1,3,40.33,1825
12,2022,2,2,1000,3,1,3,17.29,3364
10,2022,1,3,1000,1,1,0,26.25,3094
2,2023,3,0,500,3,3,1,47.63,3421
2,2022,2,0,250,2,0,0,24.16,2958
1,2022,3,2,250,1,4,0,32.13,4237
6,2022,0,4,250,3,1,2,7.78,1864
10,2022,1,1,500,3,2,3,24.76,852
7,2023,3,3,500,1,1,1,48.65,3430
1,2022,3,3,1000,2,2,2,22.69,57
1,2023,3,3,250,3,4,2,43.57,1159
4,2022,3,1,250,1,3,0,1.37,2728
5,2022,4,4,1000,1,0,1,6.17,2456
8,2022,3,0,1000,3,0,1,38.04,718
2,2023,0,4,250,3,1,3,41.19,2415
10,2023,1,0,1000,2,4,0,17.02,717
3,2023,3,4,1000,0,1,1,8.16,3191
5,2023,4,1,250,0,3,2,27.02,3522
2,2022,1,4,500,0,4,1,17.15,343
9,2023,0,4,500,0,1,1,49.44,1168
9,2023,0,3,500,2,3,1,43.78,1464
12,2022,3,3,250,1,2,0,4.72,3305
8,2023,1,3,250,3,2,1,1.87,3021
11,2023,2,0,10,2,4,3,18.4,1422
2,2023,0,4,250,1,1,3,19.48,3511
6,2023,0,1,10,3,0,3,11.1,1873
2,2022,1,1,250,2,0,2,30.68,1605
5,2023,1,2,250,1,3,0,38.42,1065
4,2022,1,3,250,1,2,2,26.9,1998
1,2022,1,1,10,2,3,3,31.64,1469
10,2022,3,0,5,3,4,0,14.04,2058
1,2022,1,3,1000,1,0,0,33.33,3066
10,2023,1,2,10,3,3,2,30.01,1045
2,2023,4,4,250,1,4,0,17.6,2736
12,2022,0,4,5,1,2,0,28.94,4461
11,2023,1,3,1000,3,1,2,5.63,2807
3,2022,2,2,1000,2,2,2,1.79,2790
12,2023,2,0,250,3,1,3,47.98,3066
4,2022,1,0,5,1,1,1,37.39,2954
4,2022,0,2,500,0,0,1,37.05,200
9,2023,1,4,5,3,1,0,21.43,3595
8,2022,1,0,250,2,1,3,1.5,3633
3,2022,0,1,1000,0,2,0,27.56,3920
11,2022,1,4,5,2,4,2,3.09,2784
3,2023,0,1,5,0,4,2,13.13,3601
11,2023,3,0,250,3,1,0,3.04,3765
12,2023,4,0,1000,0,4,0,7.2,2618
4,2023,2,0,5,2,1,3,36.3,172
9,2022,2,3,5,0,0,3,2.52,845
7,2022,2,2,10,0,4,2,26.89,3949
3,2023,0,1,5,0,2,1,42.95,84
5,2022,2,3,250,0,0,2,37.23,1054
4,2022,1,0,250,1,1,3,25.27,4033
8,2023,0,3,500,3,1,0,39.78,4021
7,2022,0,1,1000,0,3,1,43.25,3130
12,2023,2,3,250,2,2,3,19.59,3366
1,2023,4,2,500,2,1,3,25.22,3189
8,2023,2,1,500,2,0,2,14.72,1005
7,2023,2,4,5,1,0,0,7.65,3195
12,2023,4,0,500,1,0,1,29.91,982
5,2023,4,2,250,3,1,0,36.4,1973
7,2022,1,0,250,1,4,0,10.76,2170
10,2023,2,0,1000,3,2,3,8.94,1619
2,2022,1,3,10,2,2,3,17.14,480
6,2022,3,4,1000,2,3,3,5.82,3641
5,2022,2,1,10,3,1,0,14.04,1412
4,2022,3,0,5,0,1,2,17.49,384
5,2023,0,4,5,2,4,1,45.53,427
7,2023,3,1,250,1,2,2,8.22,1853
1,2022,0,3,10,3,1,1,30.06,1285
9,2022,0,0,5,3,3,2,18.94,1885
3,2022,0,1,5,3,1,2,43.94,2061
5,2022,3,2,250,1,4,0,43.19,122
10,2023,0,4,250,0,3,2,7.7,3294
4,2022,4,4,5,0,2,0,48.91,1173
1,2022,3,0,1000,2,0,1,37.06,1221
11,2022,4,4,10,1,1,2,49.82,2712
9,2023,0,2,250,3,1,2,9.39,4157
4,2022,2,4,1000,3,0,3,41.63,3397
12,2022,1,1,1000,2,3,1,49.97,3028
1,2024,0,3,10,1,4,1,31.93,2752
8,2023,0,3,250,0,1,2,7.31,4387
4,2022,3,3,250,0,0,2,10.89,89
2,2023,4,2,250,1,2,0,13.79,3705
10,2022,4,1,5,3,0,1,23.21,433
2,2023,2,3,10,3,2,2,19.72,2348
2,2022,4,1,1000,2,1,3,35.91,583
8,2022,2,2,250,2,2,2,2.02,1228
1,2023,4,3,1000,3,3,2,38.21,3625
9,2022,4,2,250,1,0,2,6.61,2915
4,2023,1,2,1000,0,3,1,13.49,313
4,2022,2,2,250,2,2,1,40.72,717
1,2023,1,3,1000,3,4,1,28.33,2553
3,2023,4,1,10,2,1,3,14.13,3246
9,2023,0,4,500,1,3,0,17.44,1871
2,2023,4,3,500,2,2,0,8.06,1309
2,2023,0,2,10,2,4,1,15.94,2656
4,2022,3,2,5,0,3,1,13.92,2171
8,2023,2,0,5,2,0,0,14.25,1342
2,2022,1,1,250,1,2,3,43.7,1166
12,2022,4,2,1000,3,1,1,13.87,3804
10,2023,2,0,250,3,1,1,1.79,149
4,2023,1,0,250,1,1,0,46.29,984
1,2022,0,2,5,2,3,3,23.47,2954
12,2023,1,2,5,2,3,2,5.96,3110
3,2022,0,3,1000,2,1,2,35.57,1802
5,2023,0,4,1000,1,4,1,48.22,1869
11,2022,4,0,5,3,1,0,28.26,1497
9,2023,1,2,1000,2,4,2,16.63,1009
12,2023,2,1,250,2,0,1,44.69,3172
7,2022,4,3,1000,0,2,3,41.22,1535
8,2023,2,3,5,3,3,3,26.52,2816
7,2022,1,3,1000,3,2,0,21.11,2730
4,2023,3,1,250,2,0,2,36.82,3837
5,2023,4,1,500,2,1,3,33.25,742
8,2022,2,2,10,0,1,2,37.79,713
7,2023,1,2,250,3,4,2,24.16,2362
2,2023,3,2,10,1,4,3,33.14,4249
12,2023,0,2,500,0,1,2,45.51,3996
10,2023,2,1,1000,2,1,1,2.54,135
3,2023,0,4,500,1,0,1,34.88,65
12,2022,4,4,250,1,1,3,41.09,1500
5,2023,4,0,5,0,3,2,35.99,2470
4,2022,4,4,1000,3,2,1,47.99,2081
2,2023,3,1,5,0,3,3,40.85,2110
6,2022,4,2,500,1,2,1,42.45,806
11,2022,4,3,5,1,2,2,25.39,2935
1,2022,4,3,250,3,2,2,9.58,3564
3,2022,0,0,1000,1,1,0,38.17,277
10,2022,4,0,10,0,0,1,10.84,3807
3,2022,0,1,10,3,3,0,43.08,1564
4,2023,4,4,5,3,2,3,17.99,660
12,2022,4,0,500,2,1,2,8.62,4188
3,2022,1,4,250,0,2,1,42.98,2369
9,2023,4,2,250,0,0,1,32.6,2319
7,2022,0,3,5,2,1,2,42.16,2753
1,2023,2,0,250,1,4,3,21.24,995
12,2022,2,0,500,0,2,2,28.11,711
10,2023,1,1,10,3,1,2,36.76,3616
8,2022,2,4,10,1,0,3,1.54,3230
1,2023,0,2,250,2,3,3,47.43,1699
4,2023,4,2,10,1,0,1,47.2,392
2,2022,2,3,10,3,0,1,33.05,1196
1,2022,3,2,1000,3,4,0,16.43,2614
12,2023,2,0,250,1,2,3,18.08,2813
5,2023,1,0,500,2,3,3,43.03,3695
7,2023,2,3,1000,1,0,0,4.29,2117
12,2023,3,3,1000,1,3,2,44.82,3240
2,2022,1,2,500,3,1,1,1.52,3981
5,2023,0,2,250,3,4,1,1.42,2542
2,2023,3,4,5,2,1,3,11.99,3508
3,2022,3,0,500,1,1,2,31.67,4218
2,2022,4,0,250,2,3,0,1.7,3528
12,2023,1,4,5,1,4,1,42.3,407
6,2023,4,3,500,3,2,3,14.58,606
5,2023,0,4,1000,1,3,3,16.96,1623
9,2023,3,4,10,3,0,2,28.2,1711
6,2023,0,2,1000,1,0,3,37.77,796
12,2022,1,0,10,0,2,3,41.79,844
5,2022,2,2,5,2,1,1,35.9,2365
10,2022,1,4,500,1,1,3,10.51,1712
8,2022,2,4,500,0,3,3,10.99,2237
9,2023,3,3,250,0,3,0,47.16,4233
3,2023,4,2,1000,2,4,0,38.78,3890
5,2023,4,4,250,3,0,0,42.09,3847
11,2022,2,0,250,3,1,2,7.17,3600
9,2022,2,2,250,3,4,3,32.12,533
11,2022,4,4,1000,1,4,1,31.38,4322
5,2023,2,2,1000,2,4,2,18.95,1940
1,2022,3,4,5,3,4,1,15.07,443
6,2022,2,3,1000,3,1,0,15.11,1245
1,2022,1,3,5,1,3,0,31.62,3081
1,2023,4,3,10,0,3,2,6.68,319
4,2022,1,1,1000,3,2,2,39.11,667
11,2023,4,0,10,1,2,2,41.15,2725
8,2022,1,4,5,3,1,1,31.44,4301
2,2022,1,4,10,2,0,1,31.96,694
9,2022,3,2,5,2,3,3,14.51,4124
12,2022,1,4,250,0,4,0,37.11,1232
10,2022,2,2,5,2,4,3,48.2,3148
6,2022,2,1,10,2,4,1,21.7,757
12,2023,4,1,5,0,0,1,49.44,2285
9,2023,4,4,500,3,1,3,40.3,1744
5,2022,1,2,1000,3,4,3,36.49,1644
12,2022,4,4,250,2,2,2,18.56,287
10,2022,1,2,5,3,3,2,12.18,778
12,2022,1,4,5,2,4,1,3.68,3110
7,2022,4,1,10,0,0,3,13.34,2230
2,2022,4,1,10,1,3,0,37.17,2041
7,2022,1,0,5,2,2,0,30.03,2089
6,2023,4,0,1000,2,2,3,34.87,593
8,2022,2,1,250,1,4,0,26.49,1654
1,2022,2,3,500,2,3,2,27.76,1689
11,2023,0,0,10,3,0,3,49.36,845
9,2022,1,4,1000,0,0,3,35.97,2893
9,2022,1,0,10,0,3,0,10.85,4206
7,2022,3,2,500,0,1,3,34.94,450
8,2023,4,3,10,2,4,3,9.33,2189
12,2022,3,2,5,0,3,0,30.9,1417
3,2022,2,3,10,1,3,3,3.54,323
3,2022,0,3,500,1,2,1,21.68,1812
3,2023,1,2,5,1,0,3,6.39,2328
3,2022,1,1,10,3,1,1,45.71,2166
3,2022,2,4,500,1,2,3,32.26,941
1,2022,0,2,5,0,0,3,42.86,466
3,2023,1,2,5,1,0,3,44.2,2711
9,2022,1,1,500,0,3,1,5.92,1227
10,2023,3,0,1000,1,4,0,34.65,78
1,2022,4,3,1000,2,1,3,37.59,1072
11,2022,2,1,5,3,3,1,37.6,3197
9,2023,2,4,500,2,1,3,10.0,2024
7,2023,3,3,5,2,2,0,25.67,1414
4,2022,4,3,1000,0,1,1,45.34,1657
6,2022,0,2,5,3,3,3,7.69,1969
2,2023,4,0,1000,0,0,3,4.53,4167
3,2023,1,1,500,1,2,3,18.43,2689
10,2023,3,1,250,3,1,1,13.45,272
12,2022,2,4,500,1,1,0,5.48,3453
8,2023,2,0,5,1,4,1,27.55,816
3,2022,2,0,500,2,1,2,30.58,3362
6,2023,3,1,1000,0,0,2,5.83,2547
6,2023,0,2,500,0,3,2,3.65,208
10,2023,3,1,10,3,4,2,3.57,230
2,2022,4,3,5,2,0,2,46.03,1753
7,2023,2,3,5,1,0,0,35.59,398
7,2022,3,0,250,3,1,3,9.7,464
7,2023,4,3,10,1,1,1,41.59,280
3,2023,4,4,250,2,4,1,40.43,50
10,2023,2,0,500,1,2,0,4.57,590
1,2022,0,1,10,3,0,3,37.76,4043
1,2022,4,3,500,0,4,3,25.61,240
3,2022,3,0,1000,1,1,1,46.02,722
8,2023,0,0,10,1,0,2,5.07,4125
4,2023,3,2,1000,0,3,3,9.72,926
7,2023,4,4,10,1,4,3,20.42,1768
1,2022,0,3,5,0,2,1,38.05,1690
8,2022,0,4,250,0,0,0,6.48,3088
1,2023,3,4,250,2,1,2,48.51,3051
12,2022,2,1,250,1,4,3,15.9,1583
5,2023,4,4,500,2,2,2,44.05,1559
6,2023,0,2,1000,1,3,2,33.1,3007
6,2022,2,2,250,3,3,2,35.69,757
7,2022,3,0,250,1,1,2,7.41,2953
7,2022,1,0,250,3,0,0,3.6,3619
6,2023,3,2,5,3,3,0,13.65,3640
6,2023,2,4,5,3,0,0,21.03,3762
12,2023,3,1,10,0,3,0,38.19,2309
1,2023,2,1,10,1,3,2,2.97,3761
3,2022,1,4,250,0,0,0,33.48,3060
7,2023,4,2,500,3,4,2,14.03,2830
6,2023,2,4,1000,0,0,3,42.39,2517
6,2023,2,1,10,1,1,1,31.41,4385
12,2023,3,4,1000,0,3,0,7.84,370
10,2023,3,2,1000,0,1,1,49.31,3207
12,2023,0,3,1000,1,1,2,41.09,727
5,2023,1,2,1000,1,0,2,13.65,4274
9,2022,3,4,10,1,1,2,5.35,1332
3,2023,3,3,250,3,1,2,19.33,137
11,2022,4,3,500,0,1,0,48.26,2409
10,2023,3,2,1000,1,2,1,23.58,4131
9,2023,4,4,500,2,1,0,3.14,393
8,2022,3,0,250,0,0,0,36.54,1980
1,2023,4,1,1000,3,1,1,5.87,3429
3,2023,3,2,1000,0,1,1,20.09,2350
10,2022,0,3,500,1,4,2,5.01,1610
2,2022,4,0,1000,0,0,1,43.81,2811
10,2023,4,0,5,1,1,3,38.62,1986
5,2023,1,0,250,2,4,1,41.73,516
1,2022,1,2,500,1,4,0,6.06,3921
2,2022,0,3,1000,1,2,2,41.83,1051
12,2022,3,4,250,3,2,3,41.44,2752
9,2023,3,3,500,2,4,3,23.81,3690
6,2023,1,1,500,3,0,3,33.74,78
2,2023,1,2,10,1,2,0,23.41,781
10,2022,1,1,1000,0,1,0,48.12,2326
12,2023,3,1,10,3,3,0,10.72,1434
2,2023,0,2,500,0,3,3,13.49,1816
6,2022,0,2,250,0,1,2,47.36,112
12,2022,3,3,10,3,2,0,41.33,310
3,2022,4,2,5,2,3,1,47.65,1781
5,2022,4,0,250,0,2,0,24.97,1297
10,2023,3,2,1000,3,2,2,14.88,173
11,2022,3,2,250,0,2,0,21.28,2404
8,2023,3,3,500,0,2,3,37.05,4161
10,2023,2,4,1000,2,4,1,48.92,3090
1,2022,4,0,5,0,0,0,22.45,4412
2,2023,1,3,1000,3,3,0,8.84,256
8,2023,4,3,5,2,3,1,21.96,3872
10,2023,1,4,1000,2,0,1,17.27,4216
1,2023,0,3,250,3,3,1,38.24,2630
3,2022,1,3,5,2,3,1,16.32,1942
11,2022,1,1,5,2,1,0,45.66,2461
10,2023,3,0,500,0,2,0,35.33,4068
10,2023,0,3,500,2,1,0,24.04,3036
5,2023,1,2,10,2,3,1,27.14,1471
6,2023,2,4,10,1,0,1,26.68,1250
6,2022,0,0,1000,3,0,1,3.54,2090
9,2023,3,4,250,2,4,3,14.33,2004
12,2023,1,2,1000,3,0,2,47.97,379
7,2022,3,2,500,2,2,3,32.0,3259
6,2023,4,2,5,2,1,2,7.4,533
11,2022,4,0,500,3,1,2,3.08,3684
8,2022,2,2,10,2,0,3,30.51,1752
6,2023,0,1,10,0,3,0,6.57,1579
7,2023,1,3,10,0,2,1,24.33,1875
10,2023,4,3,1000,3,1,2,43.93,1992
9,2022,3,3,5,2,3,1,33.99,3484
10,2023,2,3,500,1,3,3,10.32,3062
5,2023,2,1,10,2,2,0,22.35,545
6,2022,0,0,250,0,0,3,26.56,246
1,2023,0,1,500,2,4,3,27.48,1039
11,2022,4,3,1000,2,1,1,4.26,1169
2,2022,1,2,250,3,1,3,11.6,2176
6,2023,2,3,5,0,4,1,13.89,2950
8,2023,3,0,10,1,2,3,11.86,975
2,2023,2,0,5,0,1,0,19.82,559
10,2022,2,2,1000,2,0,0,22.51,1363
9,2022,4,2,250,1,1,0,33.35,1893
12,2022,1,2,5,1,1,2,49.99,1711
12,2022,3,4,10,1,3,3,35.03,4311
12,2023,2,0,250,2,3,2,48.46,2369
8,2022,0,4,500,0,0,1,23.33,1040
10,2022,0,4,10,3,3,1,33.24,2402
4,2023,2,1,1000,2,2,2,48.56,3911
2,2023,2,4,5,0,2,3,35.92,4332
10,2022,4,3,5,1,2,1,25.22,1321
9,2023,2,1,1000,0,3,0,4.69,4294
2,2022,2,0,500,0,1,2,45.02,1836
6,2023,0,3,250,1,3,3,24.15,2872
6,2023,4,4,500,3,3,3,22.38,2031
12,2023,0,1,250,3,1,1,42.5,1186
9,2023,1,1,500,0,0,2,18.2,1459
9,2022,0,4,250,0,0,1,6.43,2692
3,2022,0,3,10,0,0,0,16.9,2449
7,2022,3,1,10,0,3,0,32.92,1843
8,2022,3,0,250,3,2,2,27.92,1809
3,2023,2,2,500,1,2,2,38.38,209
7,2023,3,4,10,3,1,2,12.66,2742
12,2023,1,0,250,3,4,1,5.55,4097
5,2023,1,4,500,1,4,1,47.13,3356
9,2022,4,0,10,0,0,3,37.74,4332
12,2022,4,0,250,1,2,1,18.56,2942
3,2022,1,0,10,2,3,0,48.25,2273
12,2023,2,4,250,0,1,3,39.29,2125
9,2022,1,2,10,1,3,3,39.21,2330
1,2022,0,2,5,1,3,3,8.33,3000
7,2022,2,0,10,1,3,2,41.5,593
8,2023,2,4,250,3,3,3,48.87,1991
4,2023,4,4,500,0,4,2,39.35,2375
7,2022,0,3,10,2,1,3,18.65,3341
2,2023,1,3,1000,2,4,2,3.28,3225
6,2022,1,4,1000,0,0,1,36.25,3987
9,2023,4,4,5,1,3,2,28.78,510
2,2022,2,4,10,3,3,3,38.64,1937
1,2022,2,0,500,2,0,3,43.39,538
1,2022,2,2,10,1,1,2,16.31,4324
7,2022,4,2,1000,2,1,0,3.45,2609
1,2022,0,3,10,0,0,0,28.1,2545
12,2023,3,0,250,3,3,3,21.96,1775
11,2022,3,0,10,2,4,2,8.75,2039
8,2022,1,1,5,0,0,0,43.64,3502
3,2023,3,1,250,1,0,3,29.95,4497
8,2023,0,4,10,0,4,1,45.22,2895
3,2023,2,2,10,2,3,0,24.78,3398
10,2022,4,4,5,2,1,3,47.34,1226
5,2023,2,2,5,0,0,2,22.34,2590
1,2023,2,0,250,1,2,3,38.66,3664
3,2022,3,1,500,3,0,3,49.21,1306
11,2022,0,2,500,2,4,0,39.96,3593
4,2023,2,0,250,2,1,1,9.66,1579
6,2023,4,0,10,2,2,0,4.53,3018
7,2022,3,4,1000,2,2,1,42.89,861
6,2023,3,4,1000,3,1,0,22.74,2989
1,2022,0,0,500,2,4,2,9.57,1700
9,2022,1,2,500,2,4,2,16.58,1707
3,2023,2,2,500,1,4,1,44.29,1608
10,2022,2,3,250,0,0,2,41.57,4124
1,2022,0,0,500,1,1,3,25.43,1244
8,2023,4,0,1000,0,1,1,36.54,3904
12,2022,3,1,1000,1,0,3,18.51,1170
7,2022,1,4,500,0,4,3,29.76,3372
8,2022,1,0,1000,2,4,3,16.37,2875
12,2022,0,0,1000,3,1,0,47.4,3891
9,2023,3,1,500,2,3,2,40.24,442
6,2022,1,3,10,0,1,2,17.94,927
12,2022,4,4,1000,1,3,3,46.16,3309
9,2023,2,3,1000,3,1,2,31.42,2749
8,2023,0,4,500,2,2,3,34.46,459
11,2022,4,2,500,3,1,2,36.3,2227
2,2023,2,2,1000,3,2,1,5.9,3734
8,2022,2,3,1000,0,4,1,30.43,2011
11,2022,1,3,10,3,0,3,39.76,1232
8,2023,3,3,500,3,1,1,11.44,3146
11,2023,4,2,1000,0,1,1,36.67,3227
5,2022,2,1,5,2,3,1,35.94,2409
3,2023,0,4,5,0,1,1,5.46,280
2,2022,0,3,10,3,0,1,39.65,2922
12,2022,1,1,5,0,3,1,37.6,4254
1,2022,4,4,250,1,1,0,21.06,956
2,2023,4,3,500,3,3,3,40.04,58
8,2022,2,1,500,0,0,2,2.91,985
3,2023,2,0,1000,2,1,3,17.45,907
1,2023,0,2,1000,3,0,3,24.06,4024
5,2022,3,3,1000,0,0,2,19.04,3176
10,2022,1,2,5,1,0,1,12.45,435
2,2023,3,3,1000,2,3,2,34.66,1663
3,2022,4,4,10,3,4,1,8.65,81
11,2023,4,4,10,3,2,2,45.17,3173
7,2022,0,4,500,0,3,3,7.13,2495
8,2022,3,4,250,3,2,1,49.69,1758
1,2022,3,3,250,0,4,1,19.64,1019
11,2023,0,2,5,0,3,1,38.77,4004
6,2023,1,1,1000,2,1,0,5.23,2790
7,2022,2,0,500,2,4,0,37.35,2572
3,2022,0,3,1000,0,1,3,43.94,363
5,2022,1,2,250,2,0,2,41.85,171
9,2022,4,3,10,1,0,2,40.66,2960
11,2023,4,0,5,2,2,0,15.97,426
6,2022,3,3,500,3,0,2,13.87,3769
8,2022,1,3,500,3,3,3,36.57,3798
9,2023,3,3,10,2,3,1,38.9,4334
3,2023,4,3,1000,0,0,2,41.33,2343
10,2022,3,0,250,0,2,3,13.67,4047
1,2023,2,1,5,1,2,1,22.01,3876
1,2023,2,1,5,3,1,3,4.31,4288
5,2022,3,4,5,2,2,0,30.64,3484
2,2023,3,1,500,0,2,3,36.69,3465
11,2022,0,3,10,3,0,3,39.9,2616
9,2022,3,1,250,3,0,0,22.03,3840
3,2022,3,1,500,1,1,1,46.89,2875
1,2023,2,0,500,1,3,3,28.4,3365
9,2023,1,1,250,3,2,3,22.26,1387
9,2022,4,0,250,1,1,1,8.96,3796
9,2022,2,4,5,3,1,0,21.13,2343
7,2023,4,3,500,0,4,1,24.24,1207
8,2022,1,3,1000,1,1,2,42.36,1127
11,2023,1,2,500,1,0,0,29.42,4236
12,2022,1,2,10,3,2,3,19.77,2737
5,2022,4,2,500,1,1,0,21.33,2733
11,2022,4,3,500,2,0,2,42.89,3538
3,2022,3,2,10,0,1,0,40.55,3503
1,2022,0,3,1000,2,0,1,46.16,1986
8,2023,2,4,5,2,4,2,40.29,242
6,2022,0,3,500,2,3,2,38.08,3036
12,2023,2,1,10,3,0,1,27.43,4388
12,2023,3,2,1000,1,4,2,37.98,3473
4,2022,3,3,250,0,0,3,16.08,1454
12,2022,0,0,500,1,2,0,1.78,2091
5,2022,4,2,250,3,2,2,17.8,4364
11,2022,1,4,500,1,2,2,13.98,3533
6,2022,1,3,5,1,0,1,41.36,3320
9,2023,0,4,10,3,1,2,11.99,900
7,2022,0,3,5,3,1,3,34.01,2406
10,2022,3,2,1000,0,4,2,48.86,75
7,2022,0,2,250,2,3,3,45.16,2173
11,2023,4,1,10,3,4,3,41.46,2402
8,2022,2,0,5,2,3,1,13.23,605
11,2022,3,2,1000,3,4,0,24.12,1326
2,2023,3,3,250,0,2,2,40.09,4060
10,2023,2,1,5,2,0,2,7.97,3237
11,2022,0,3,500,1,3,3,35.37,554
10,2023,1,1,500,3,0,0,12.35,3827
5,2023,1,4,500,0,2,2,25.08,491
1,2022,1,2,1000,2,2,3,20.65,3293
3,2022,2,0,500,2,0,2,31.68,2773
8,2023,1,4,10,3,1,2,16.27,1985
10,2022,2,2,1000,3,0,0,28.94,695
11,2022,3,4,5,0,2,3,45.83,774
7,2023,3,0,250,1,0,2,25.6,257
2,2023,3,1,250,3,2,0,3.48,1373
11,2022,2,2,250,0,1,2,28.07,507
5,2022,1,0,250,0,0,1,47.16,887
6,2022,1,1,1000,2,1,0,42.09,4160
2,2022,1,4,1000,2,2,1,32.89,3764
3,2022,0,0,250,2,2,2,49.45,511
2,2023,1,1,5,2,1,0,26.99,2904
6,2023,1,3,500,2,1,3,26.56,2961
3,2022,4,1,1000,1,1,1,23.7,1300
4,2022,3,3,1000,3,2,0,29.0,1855
5,2023,4,0,500,3,4,1,35.56,1974
1,2023,0,4,5,3,1,2,28.64,290
9,2022,1,3,500,2,4,2,19.73,3185
4,2022,0,0,250,1,4,1,29.82,53
1,2023,0,1,250,1,1,0,18.95,1218
6,2022,3,0,10,0,2,2,46.01,3963
8,2022,2,2,500,0,0,3,34.11,1436
1,2023,0,1,500,2,3,0,8.02,1811
9,2022,3,3,1000,1,4,0,16.15,4472
11,2022,3,1,5,1,1,0,49.21,2962
6,2023,1,2,500,2,0,1,24.38,1172
6,2023,0,3,1000,3,1,2,14.44,4408
